"","caseid","V012","V106","V107","V130","V131","V190","V201","V212","V217","V218","V221","V244","V301","V302A","V312","V364","V384A","V384B","V384C","V384D"
"294","1294",43,1,7,2,1,2,4,26,8,3,11,0,3,NA,6,1,0,1,0,0
"295","1295",18,2,4,1,1,1,1,15,2,1,12,1,3,0,0,4,0,1,0,0
"296","1296",21,2,4,1,1,3,3,17,4,3,8,1,3,1,0,3,0,1,0,0
"297","1297",27,1,7,1,1,2,0,NA,2,0,NA,8,3,0,0,4,0,1,0,0
"298","1298",31,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"299","1299",22,3,1,1,1,4,0,NA,8,0,NA,1,3,0,0,4,1,1,0,0
"300","1300",35,2,5,1,1,4,0,NA,8,0,NA,1,3,0,0,4,1,1,0,0
"301","1301",22,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"302","1302",23,3,3,1,1,4,0,NA,8,0,NA,1,3,0,0,4,1,1,0,0
"303","1303",27,3,0,1,37,3,1,25,2,1,4,8,3,NA,1,1,0,0,1,0
"304","1304",28,3,3,1,96,3,1,26,4,1,21,0,3,NA,3,1,0,1,0,0
"305","1305",45,3,5,2,1,5,3,24,2,3,5,1,3,0,0,4,1,1,0,0
"306","1306",21,3,3,2,1,5,0,NA,2,0,NA,1,3,0,0,4,1,1,0,0
"307","1307",19,3,2,2,1,5,0,NA,2,0,NA,1,3,0,0,4,1,1,0,0
"308","1308",38,3,2,1,5,3,3,21,2,3,10,1,3,NA,9,2,1,1,0,0
"309","1309",16,2,4,1,1,3,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"310","1310",17,2,4,1,1,3,0,NA,8,0,NA,1,3,0,0,4,0,1,0,1
"311","1311",15,2,3,1,1,3,0,NA,8,0,NA,8,3,0,0,4,1,1,0,0
"312","1312",41,2,5,1,1,4,2,30,3,2,8,0,3,NA,9,2,0,0,0,0
"313","1313",25,2,5,1,1,4,2,21,2,2,23,1,3,NA,1,1,0,0,0,0
"314","1314",42,2,2,1,2,3,4,19,3,4,26,1,3,1,0,4,0,1,1,0
"315","1315",22,1,7,1,1,4,1,20,2,1,8,8,3,NA,1,1,0,0,0,0
"316","1316",47,3,1,1,1,4,3,26,3,2,10,0,3,NA,5,1,0,1,1,0
"317","1317",20,3,2,1,1,4,0,NA,8,0,NA,1,3,0,0,4,0,1,1,1
"318","1318",21,3,0,1,1,3,0,NA,4,0,NA,1,3,0,0,3,0,0,0,0
"319","1319",27,3,3,1,1,3,1,27,5,1,50,1,3,0,0,4,0,1,1,0
"320","1320",16,2,5,1,1,3,1,15,4,1,NA,0,3,0,0,3,0,0,0,0
"321","1321",29,2,5,1,1,3,2,21,3,2,NA,1,3,0,0,4,0,1,1,0
"322","1322",47,2,3,1,5,3,2,26,5,2,3,1,3,NA,9,2,0,0,0,0
"323","1323",20,3,3,1,1,3,0,NA,3,0,NA,0,3,0,0,3,0,1,1,0
"324","1324",18,3,2,1,1,3,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"325","1325",45,2,5,1,2,4,3,27,3,3,5,1,3,0,0,4,0,1,1,0
"326","1326",15,2,3,1,1,4,0,NA,8,0,NA,1,3,0,0,4,0,1,1,0
"327","1327",25,2,5,3,6,3,1,21,2,1,11,1,3,1,0,3,1,1,0,1
"328","1328",37,3,3,1,4,5,1,24,2,1,6,1,3,NA,1,1,0,1,0,0
"329","1329",33,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"330","1330",48,3,3,1,1,5,3,21,4,3,NA,1,3,0,0,4,1,1,0,0
"331","1331",36,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"332","1332",22,3,3,1,1,5,0,NA,4,0,NA,8,3,0,0,4,0,1,0,0
"333","1333",23,2,5,1,5,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"334","1334",29,2,5,1,1,5,0,NA,2,0,NA,8,3,0,0,4,0,1,0,0
"335","1335",43,2,5,1,96,5,0,NA,3,0,NA,1,3,0,0,4,0,1,0,0
"336","1336",35,3,3,1,1,5,1,31,4,1,7,1,3,0,0,4,0,0,0,0
"337","1337",18,2,5,2,1,5,0,NA,2,0,NA,0,3,0,0,4,0,1,0,0
"338","1338",15,2,2,1,2,2,0,NA,8,0,NA,8,0,0,0,4,0,0,1,0
"339","1339",35,2,5,1,1,4,2,20,4,2,5,1,3,NA,9,2,1,1,0,0
"340","1340",15,2,2,1,2,4,0,NA,5,0,NA,0,0,0,0,4,0,1,0,0
"341","1341",34,3,3,1,1,5,4,18,2,4,4,0,3,1,0,3,0,1,0,0
"342","1342",15,2,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"343","1343",21,3,3,1,5,5,0,NA,4,0,NA,1,3,0,0,4,0,0,0,0
"344","1344",42,2,3,2,13,3,2,36,2,2,56,1,3,NA,6,1,1,1,1,0
"345","1345",22,3,1,4,13,2,1,21,8,1,9,1,3,NA,1,1,1,1,0,0
"346","1346",33,2,5,1,13,5,4,19,2,4,16,1,3,1,0,3,1,1,1,0
"347","1347",38,2,4,1,1,5,3,29,4,3,14,1,3,NA,9,2,1,1,0,0
"348","1348",34,3,3,1,1,5,1,34,2,1,13,1,3,NA,9,2,0,1,1,0
"349","1349",29,2,5,1,2,3,4,23,3,3,22,1,3,1,0,3,0,1,0,0
"350","1350",42,2,5,1,1,4,4,19,3,3,9,1,3,NA,1,1,0,1,0,0
"351","1351",20,3,1,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"352","1352",37,2,4,1,1,4,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"353","1353",23,2,4,1,1,3,1,17,3,1,9,1,3,1,0,4,1,1,0,0
"354","1354",25,2,5,1,13,4,2,24,2,2,23,0,3,0,0,3,0,0,0,0
"355","1355",38,2,4,1,1,3,3,31,4,3,121,1,3,NA,3,1,0,1,0,0
"356","1356",30,2,5,1,1,3,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"357","1357",23,2,5,1,1,4,0,NA,2,0,NA,0,3,0,0,4,0,1,1,0
"358","1358",38,1,7,1,1,4,2,25,3,2,15,1,3,1,0,3,0,1,0,0
"359","1359",36,2,3,1,1,3,8,18,2,8,11,1,3,1,0,4,0,0,0,0
"360","1360",45,1,7,1,1,4,4,25,3,4,8,1,3,NA,8,2,1,1,0,0
"361","1361",20,3,3,1,1,4,0,NA,8,0,NA,0,3,0,0,4,0,1,0,0
"362","1362",19,3,2,1,1,4,0,NA,3,0,NA,1,3,0,0,4,0,1,0,0
"363","1363",42,2,3,1,1,4,9,18,2,9,996,1,3,1,0,3,0,0,0,0
"364","1364",45,3,0,1,1,4,2,21,3,2,34,0,3,0,0,4,1,1,1,0
"365","1365",42,1,5,1,13,3,3,21,2,3,12,1,3,1,0,4,0,1,1,0
"366","1366",19,3,1,1,2,3,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"367","1367",42,1,5,1,1,3,3,31,5,3,7,0,3,0,0,4,0,0,0,0
"368","1368",41,3,1,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"369","1369",25,1,7,1,13,2,2,16,3,2,19,1,3,0,0,4,0,0,0,0
"370","1370",32,3,0,1,1,2,2,21,2,2,130,1,3,1,0,3,0,1,0,0
"371","1371",35,2,5,1,1,4,3,23,3,3,5,0,3,NA,8,2,1,1,1,0
"372","1372",23,2,5,1,1,3,1,19,2,1,11,1,3,NA,1,1,0,0,0,0
"373","1373",23,2,5,1,1,3,1,20,2,1,24,1,3,NA,9,2,1,1,1,0
"374","1374",39,3,0,1,1,3,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"375","1375",28,3,3,1,1,3,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"376","1376",25,2,5,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,1,0,0
"377","1377",22,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"378","1378",21,2,5,1,5,5,0,NA,2,0,NA,0,3,0,0,3,0,1,0,0
"379","1379",25,3,1,1,1,4,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"380","1380",36,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"381","1381",32,2,5,1,1,4,1,21,2,1,NA,1,3,0,0,4,0,0,0,0
"382","1382",43,2,5,1,5,2,3,19,2,3,25,1,3,NA,1,1,0,0,0,0
"383","1383",31,2,5,1,5,3,2,24,2,2,10,1,3,NA,1,1,0,1,0,0
"384","1384",38,2,5,1,1,4,3,20,2,3,4,1,3,NA,3,1,0,1,0,0
"385","1385",18,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"386","1386",18,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,3,0,1,0,0
"387","1387",39,2,5,1,1,2,4,21,3,4,10,1,3,NA,6,1,0,0,0,0
"388","1388",17,2,5,1,1,2,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"389","1389",16,2,5,1,1,2,0,NA,8,0,NA,8,0,0,0,4,0,0,0,0
"390","1390",42,3,3,1,1,4,1,33,2,1,16,0,3,1,0,4,1,1,0,0
"391","1391",43,2,5,1,1,4,3,24,3,3,13,1,3,NA,9,2,0,1,0,0
"392","1392",19,3,0,1,1,4,0,NA,4,0,NA,1,3,0,0,4,0,0,0,0
"393","1393",26,3,2,1,2,3,1,25,3,1,30,1,3,0,0,4,0,0,0,0
"394","1394",23,2,5,1,1,2,2,20,2,2,14,1,3,NA,3,1,1,1,0,0
"395","1395",34,1,5,1,1,4,3,17,3,3,996,1,3,NA,3,1,0,0,0,0
"396","1396",16,1,5,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"397","1397",15,1,6,1,1,4,0,NA,5,0,NA,1,3,0,0,4,1,1,0,0
"398","1398",18,1,7,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"399","1399",20,3,2,1,1,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"400","1400",46,3,3,1,6,4,1,31,3,1,39,1,3,0,0,4,0,0,0,0
"401","1401",32,3,1,1,1,4,1,31,2,1,12,1,3,NA,9,2,0,0,0,0
"402","1402",32,3,1,1,13,4,1,31,2,1,NA,1,3,0,0,4,0,0,0,0
"403","1403",44,2,5,1,5,5,0,NA,8,0,NA,8,3,0,0,4,1,1,0,0
"404","1404",42,3,7,1,1,5,2,26,3,2,15,1,3,NA,2,1,0,1,0,0
"405","1405",29,2,4,1,1,5,2,25,2,2,12,1,3,NA,9,2,0,0,0,0
"406","1406",27,3,0,1,1,5,2,21,2,2,36,1,3,0,0,4,0,0,0,0
"407","1407",47,3,0,1,2,5,3,21,2,2,5,1,3,0,0,4,0,1,0,0
"408","1408",45,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,1,1,0,0
"409","1409",44,3,3,1,1,5,0,NA,3,0,NA,1,3,1,0,4,0,1,0,0
"410","1410",26,1,7,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"411","1411",26,2,5,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"412","1412",25,2,5,1,1,5,0,NA,4,0,NA,1,3,0,0,3,0,1,0,0
"413","1413",25,3,3,1,1,5,0,NA,2,0,NA,0,3,1,0,4,0,1,0,1
"414","1414",36,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"415","1415",40,3,3,1,1,5,3,20,2,3,16,1,3,0,0,4,0,0,0,0
"416","1416",40,3,1,1,5,5,2,24,2,2,17,0,3,NA,1,1,0,1,0,0
"417","1417",15,2,2,1,4,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"418","1418",18,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"419","1419",23,2,5,1,1,3,4,15,2,4,19,1,3,1,0,3,0,1,0,0
"420","1420",24,2,3,1,1,3,1,18,2,1,24,1,3,NA,1,1,0,0,0,0
"421","1421",37,2,5,1,2,4,4,21,5,3,12,0,3,NA,1,1,0,1,0,0
"422","1422",42,1,4,1,6,3,5,18,2,5,17,1,3,0,0,4,0,0,0,0
"423","1423",29,3,3,1,1,4,1,24,3,1,14,1,3,NA,9,2,0,0,0,0
"424","1424",21,3,3,1,1,4,0,NA,2,0,NA,0,3,0,0,4,0,1,0,0
"425","1425",25,3,1,1,4,3,1,20,2,1,13,1,3,0,0,4,0,0,0,0
"426","1426",42,2,5,1,1,5,10,20,2,10,53,1,3,NA,6,1,0,0,0,0
"427","1427",17,2,3,1,1,5,0,NA,4,0,NA,1,3,0,0,3,0,0,0,0
"428","1428",15,1,6,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"429","1429",38,2,5,1,1,4,4,21,2,4,12,0,3,NA,6,1,0,1,0,0
"430","1430",43,2,5,1,3,3,3,32,2,3,136,1,3,0,0,4,0,0,0,0
"431","1431",22,2,3,1,1,3,1,21,2,1,16,1,3,NA,9,2,0,0,0,0
"432","1432",42,2,5,1,1,3,4,21,2,3,6,1,3,0,0,4,0,1,0,0
"433","1433",16,2,4,1,1,3,0,NA,8,0,NA,8,3,0,0,4,1,1,0,0
"434","1434",27,2,5,1,1,4,1,25,3,1,26,1,3,0,0,4,0,0,0,0
"435","1435",38,3,1,1,1,4,2,24,2,2,12,1,3,NA,9,2,0,1,0,0
"436","1436",28,2,5,1,1,4,2,19,2,2,11,1,3,NA,9,2,0,1,0,0
"437","1437",28,2,5,1,1,4,1,21,2,1,NA,0,3,0,0,4,0,1,0,0
"438","1438",24,2,5,1,1,4,1,22,3,1,9,1,3,NA,1,1,0,1,0,0
"439","1439",46,2,5,1,1,3,2,24,3,2,12,1,3,NA,9,2,0,0,0,0
"440","1440",21,2,5,1,1,3,1,19,2,1,NA,1,3,0,0,4,0,1,0,0
"441","1441",44,2,5,1,1,4,4,18,2,4,996,1,3,0,0,4,0,0,0,0
"442","1442",45,3,3,1,1,5,4,28,2,4,154,1,3,NA,6,1,0,0,0,0
"443","1443",17,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"444","1444",32,3,3,1,1,5,2,22,4,2,11,1,3,NA,1,1,0,1,0,0
"445","1445",38,3,3,1,1,5,1,30,3,1,14,1,3,NA,8,2,0,1,0,0
"446","1446",38,3,3,1,1,4,4,22,3,4,24,1,3,0,0,4,0,0,0,0
"447","1447",15,2,4,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"448","1448",21,3,1,1,3,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"449","1449",46,3,3,1,1,5,3,23,3,3,6,1,3,0,0,4,0,0,0,0
"450","1450",23,3,3,1,1,5,0,NA,2,0,NA,8,3,0,0,3,0,0,0,0
"451","1451",20,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"452","1452",19,2,5,1,5,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"453","1453",35,3,3,1,1,5,1,29,2,1,13,1,3,0,0,4,0,1,0,0
"454","1454",47,3,3,1,1,5,3,27,3,3,133,1,3,0,0,3,0,0,0,0
"455","1455",19,3,1,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"456","1456",17,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"457","1457",42,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"458","1458",44,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"459","1459",47,2,5,1,2,5,2,22,3,2,16,1,3,NA,1,1,0,1,1,0
"460","1460",25,3,1,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"461","1461",21,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"462","1462",40,2,5,6,1,4,3,19,2,3,6,0,3,NA,1,1,0,1,0,0
"463","1463",41,2,3,1,1,2,4,19,3,4,996,1,3,NA,13,1,1,0,0,0
"464","1464",35,2,5,1,1,2,4,21,3,4,20,1,3,0,0,4,0,0,0,0
"465","1465",34,2,5,1,1,4,4,24,2,4,15,1,3,NA,9,2,0,0,0,0
"466","1466",38,2,3,1,1,3,3,20,2,3,996,1,3,NA,6,1,0,1,0,0
"467","1467",16,2,3,1,1,3,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"468","1468",44,3,1,1,1,4,4,22,2,4,11,0,3,NA,6,1,0,1,0,0
"469","1469",21,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"470","1470",17,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,3,1,1,0,0
"471","1471",45,2,5,1,1,4,3,23,3,3,13,1,3,NA,9,2,0,1,0,0
"472","1472",21,3,1,1,1,4,0,NA,4,0,NA,1,3,0,0,4,1,1,0,0
"473","1473",16,2,3,1,1,4,0,NA,4,0,NA,1,3,0,0,3,0,1,0,0
"474","1474",32,1,7,1,13,2,4,18,8,4,28,8,3,NA,1,1,0,0,0,0
"475","1475",36,2,5,1,3,3,3,25,4,3,11,1,3,NA,1,1,1,1,0,0
"476","1476",43,3,3,1,1,5,1,40,2,1,50,1,3,0,0,4,0,1,1,0
"477","1477",20,3,1,1,13,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"478","1478",26,2,3,1,1,4,1,18,2,1,3,1,3,NA,3,1,0,1,0,0
"479","1479",42,1,7,1,1,3,3,28,3,3,4,1,3,NA,9,2,0,1,0,0
"480","1480",44,2,5,1,13,3,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"481","1481",39,2,5,1,1,4,3,21,3,3,9,1,3,NA,6,1,1,1,1,0
"482","1482",17,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"483","1483",41,2,5,1,1,3,1,20,8,1,4,8,3,0,0,4,1,1,1,1
"484","1484",21,3,3,1,1,3,0,NA,8,0,NA,8,3,0,0,4,1,0,0,0
"485","1485",23,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,0,1,0
"486","1486",47,3,7,3,1,5,1,37,3,1,6,0,3,NA,8,2,1,1,1,0
"487","1487",29,3,3,1,4,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"488","1488",27,3,3,1,4,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"489","1489",48,2,5,1,2,3,3,19,3,3,16,0,3,NA,8,2,0,1,0,0
"490","1490",26,2,5,1,2,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"491","1491",32,3,3,1,2,5,0,NA,2,0,NA,0,3,0,0,4,0,0,1,0
"492","1492",48,2,5,1,2,4,1,31,1,0,NA,1,3,0,0,4,0,0,0,0
"493","1493",26,2,5,1,5,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"494","1494",42,3,3,1,1,5,2,31,3,2,25,1,3,1,0,3,0,1,1,0
"495","1495",25,3,3,1,1,5,0,NA,5,0,NA,0,3,0,0,4,0,1,1,0
"496","1496",31,2,4,2,96,5,1,22,2,1,0,0,3,1,0,4,0,0,1,0
"497","1497",26,2,5,1,6,5,0,NA,3,0,NA,1,3,0,0,3,0,1,0,0
"498","1498",22,2,5,1,2,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"499","1499",19,2,5,1,1,5,0,NA,3,0,NA,1,3,0,0,3,1,1,0,0
"500","1500",27,3,1,1,4,5,0,NA,2,0,NA,0,3,0,0,4,0,1,1,0
"501","1501",42,2,5,1,2,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"502","1502",36,2,5,1,2,5,3,22,2,3,14,1,3,1,0,3,0,0,0,0
"503","1503",48,2,5,1,13,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"504","1504",45,3,3,1,1,5,0,NA,2,0,NA,1,3,NA,5,1,1,1,1,1
"505","1505",44,2,5,1,7,5,0,NA,5,0,NA,0,3,0,0,4,0,1,0,0
"506","1506",23,2,5,1,2,5,0,NA,5,0,NA,0,0,0,0,4,0,1,0,0
"507","1507",39,2,5,1,1,5,1,23,3,1,NA,0,3,0,0,4,0,1,0,0
"508","1508",36,3,3,6,3,5,0,NA,3,0,NA,1,3,0,0,4,1,1,1,0
"509","1509",21,2,5,1,2,5,0,NA,3,0,NA,8,3,0,0,4,0,0,0,0
"510","1510",36,2,3,1,4,5,5,16,3,5,13,1,3,1,0,4,0,1,0,0
"511","1511",35,3,0,2,1,5,0,NA,2,0,NA,1,3,0,0,4,1,1,1,1
"512","1512",27,3,3,1,3,4,0,NA,3,0,NA,0,3,0,0,4,1,1,1,0
"513","1513",24,3,3,1,3,4,0,NA,3,0,NA,8,3,0,0,4,0,0,1,0
"514","1514",36,3,3,1,1,5,1,26,2,1,34,1,3,0,0,3,1,1,1,1
"515","1515",47,3,3,1,1,5,2,20,2,2,10,0,3,NA,9,2,0,0,0,0
"516","1516",48,3,1,1,1,4,2,27,3,2,24,0,3,1,0,4,0,1,0,0
"517","1517",42,2,5,1,5,4,2,22,3,2,4,1,3,NA,1,1,1,1,1,0
"518","1518",43,3,3,1,1,5,5,26,1,5,3,1,3,NA,1,1,1,1,1,1
"519","1519",17,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"520","1520",37,3,3,1,4,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"521","1521",27,3,3,1,4,5,0,NA,2,0,NA,1,3,0,0,3,0,0,1,0
"522","1522",43,3,3,1,1,5,2,28,3,2,19,0,3,NA,8,2,1,1,0,0
"523","1523",47,3,0,1,1,4,0,NA,3,0,NA,1,3,0,0,4,1,1,1,0
"524","1524",36,3,1,3,1,4,2,22,2,2,1,1,3,NA,1,1,1,1,1,1
"525","1525",45,2,5,1,3,5,2,21,2,2,19,1,3,NA,1,1,0,0,0,0
"526","1526",23,3,2,1,4,5,0,NA,2,0,NA,1,3,0,0,3,0,0,1,0
"527","1527",17,2,5,1,3,5,0,NA,3,0,NA,0,3,0,0,3,0,0,0,0
"528","1528",47,2,3,1,5,3,3,28,3,3,41,1,3,NA,5,1,1,1,1,0
"529","1529",18,3,1,1,1,3,0,NA,3,0,NA,8,3,0,0,4,0,0,1,0
"530","1530",15,2,3,1,1,3,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"531","1531",28,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"532","1532",23,3,2,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"533","1533",21,2,5,1,1,5,0,NA,3,0,NA,0,3,0,0,3,0,0,0,0
"534","1534",47,3,3,1,1,5,2,25,3,2,12,0,3,0,0,4,0,1,0,0
"535","1535",20,3,2,1,1,5,0,NA,3,0,NA,0,3,0,0,3,0,1,0,0
"536","1536",47,3,3,1,1,5,4,29,3,4,16,1,3,NA,9,2,0,1,1,0
"537","1537",18,3,1,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"538","1538",16,2,5,1,1,5,0,NA,3,0,NA,8,3,0,0,4,0,1,0,0
"539","1539",15,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"540","1540",45,2,5,1,1,2,0,NA,5,0,NA,0,3,0,0,4,0,0,0,0
"541","1541",43,2,5,1,1,2,1,25,1,1,40,1,3,0,0,4,0,0,0,0
"542","1542",22,3,3,96,3,4,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"543","1543",45,3,2,1,4,4,4,29,3,4,33,1,3,NA,9,2,0,0,0,0
"544","1544",27,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,1,1,0
"545","1545",17,2,5,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,0,0,0
"546","1546",32,2,5,2,13,4,3,20,5,3,17,0,3,NA,1,1,0,1,0,0
"547","1547",32,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,1,1,0
"548","1548",31,3,3,1,2,5,0,NA,3,0,NA,0,3,0,0,4,1,1,0,0
"549","1549",48,3,3,1,1,5,4,23,3,4,26,1,3,1,0,4,1,1,1,0
"550","1550",24,1,7,1,4,4,0,NA,3,0,NA,0,3,0,0,3,0,0,0,0
"551","1551",45,2,5,3,2,3,0,NA,5,0,NA,0,3,0,0,4,0,0,0,0
"552","1552",25,3,3,1,96,5,0,NA,2,0,NA,1,3,0,0,4,0,1,1,0
"553","1553",19,3,1,1,1,5,0,NA,3,0,NA,0,3,0,0,3,0,1,0,0
"554","1554",17,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"555","1555",38,3,1,1,4,3,0,NA,3,0,NA,0,3,0,0,4,1,1,1,0
"556","1556",37,3,3,3,1,5,2,27,2,2,28,1,3,NA,6,1,1,1,1,1
"557","1557",22,3,3,1,1,5,0,NA,5,0,NA,0,3,0,0,4,1,1,1,1
"558","1558",21,3,4,1,1,5,0,NA,5,0,NA,0,3,0,0,4,1,1,1,1
"559","1559",48,3,1,1,1,5,4,23,2,4,996,0,3,NA,6,1,0,0,0,0
"560","1560",22,3,1,1,1,5,0,NA,3,0,NA,1,3,0,0,3,0,0,1,0
"561","1561",23,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,3,1,1,0,0
"562","1562",42,3,3,1,1,4,3,25,3,3,2,1,3,NA,6,1,1,1,1,0
"563","1563",16,2,4,1,1,4,0,NA,3,0,NA,8,3,0,0,4,0,1,1,0
"564","1564",15,2,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"565","1565",35,2,5,2,1,4,2,21,2,2,39,1,3,NA,1,1,1,1,1,1
"566","1566",46,2,5,1,5,5,5,20,2,5,996,1,3,NA,9,2,0,0,0,0
"567","1567",26,3,3,1,5,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"568","1568",15,2,3,6,5,5,0,NA,3,0,NA,0,3,0,0,4,0,0,0,0
"569","1569",15,2,3,6,5,5,0,NA,3,0,NA,1,3,0,0,4,0,0,1,0
"570","1570",27,3,2,1,1,5,0,NA,3,0,NA,0,3,0,0,3,1,1,0,0
"571","1571",38,3,1,1,1,5,2,21,3,2,16,1,3,0,0,4,1,1,1,0
"572","1572",17,2,4,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,1,1,0
"573","1573",17,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"574","1574",48,2,5,1,1,5,3,24,2,3,28,1,3,NA,8,2,0,0,0,0
"575","1575",32,3,3,1,4,4,0,NA,3,0,NA,1,3,NA,5,1,0,1,0,0
"576","1576",27,3,1,1,4,4,0,NA,3,0,NA,0,3,1,0,3,1,1,0,0
"577","1577",25,3,3,1,1,5,1,20,2,1,27,1,3,NA,9,2,1,1,1,1
"578","1578",28,3,2,1,1,5,1,21,3,1,7,0,3,1,0,4,0,1,0,0
"579","1579",32,2,5,1,1,4,1,25,3,1,4,1,3,NA,9,2,1,1,1,0
"580","1580",39,3,1,2,5,5,3,23,2,3,3,0,3,NA,3,1,0,0,0,0
"581","1581",35,3,3,1,1,5,2,28,3,2,25,0,3,NA,8,2,0,1,0,0
"582","1582",38,3,0,2,1,5,0,NA,5,0,NA,0,3,0,0,4,1,1,1,0
"583","1583",36,3,3,1,96,5,1,22,3,1,5,1,3,0,0,4,0,1,1,0
"584","1584",24,3,1,2,3,5,0,NA,3,0,NA,1,3,0,0,4,1,1,1,0
"585","1585",31,3,3,3,1,5,1,26,2,1,NA,1,3,0,0,3,1,1,1,1
"586","1586",27,3,1,1,2,5,0,NA,2,0,NA,0,3,0,0,4,0,0,1,0
"587","1587",22,3,3,1,1,5,1,20,2,1,6,0,3,0,0,3,0,0,0,0
